fire_year,general_cause_desc,isNaturalCaused,true_cause,assessment_hectares,current_size,fire_spread_rate,fire_type,fire_position_on_slope,weather_conditions_over_fire,temperature,relative_humidity,wind_direction,wind_speed
2015,Lightning,1,,0.1,0.1,1,Surface,Bottom,Clear,26,60,CLM,0
2015,Resident,0,Unsafe Fire,0.01,0.01,0,Ground,Flat,Cloudy,24,60,CLM,0
2015,Lightning,1,,0.3,0.3,2,Surface,Flat,Cloudy,24,30,W,1
2015,Lightning,1,,0.01,0.01,0,Ground,Flat,CB Dry,20,50,E,15
2015,Lightning,1,,0.03,0.4,0,Ground,Flat,CB Dry,22,33,W,7
2015,Resident,0,Vehicle Fire,0.01,0.01,0,Surface,Flat,CB Wet,24.5,36,CLM,0
2015,Lightning,1,,0.1,0.01,0,Surface,Flat,CB Dry,23.3,55,E,1
2015,Lightning,1,,0.4,0.5,0.5,Surface,Flat,Clear,20,60,W,5
2015,Lightning,1,,0.1,0.1,0.5,Surface,Flat,Cloudy,22,50,W,15
2015,Lightning,1,,0.5,0.5,2,Surface,Flat,Clear,31,35,W,3
2015,Lightning,1,,0.3,0.4,1,Surface,Flat,Clear,21,45,NW,15
2015,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,16,91,S,2
2014,Lightning,1,,0.1,0.01,2,Surface,Flat,Clear,28,38,W,11
2014,Agriculture Industry,0,Unsafe Fire,0.1,0.1,0.3,Ground,Flat,Clear,23,33,W,18
2014,Lightning,1,,0.01,0.1,0.1,Surface,Middle 1/3,Clear,22,40,SW,5
2014,Lightning,1,,0.1,0.1,0,Surface,Flat,CB Dry,21,42,SW,5
2014,Resident,0,,0.01,0.01,0,Surface,Flat,Clear,32,37,CLM,0
2014,Recreation,0,Unsafe Fire,0.01,0.01,0.1,Ground,Flat,Clear,19,55,NE,4
2014,Undetermined,0,,0.19,0.19,0,Surface,Flat,Cloudy,12,52,NE,8
2015,Incendiary,0,,0.73,0.73,3,Surface,Flat,Clear,20,20,SE,3
2015,Power Line Industry,0,Mechanical Failure,1,12.4,2,Surface,Flat,Clear,10.2,1,SW,10
2015,Resident,0,Unsafe Fire,0.5,0.4,5,Surface,Bottom,Clear,31,12,W,3
2015,Lightning,1,,0.01,0.01,0,Ground,Flat,Rainshowers,23,99,W,1
2015,Lightning,1,,0.1,0.1,0.1,Ground,Flat,Rainshowers,18,95,W,5
2015,Lightning,1,,0.1,0.1,0.1,Surface,Flat,Rainshowers,25,65,NW,40
2015,Lightning,1,,0.01,0.01,0,Ground,Upper 1/3,Cloudy,22,46,NW,8
2015,Lightning,1,,0.1,0.1,0.1,Ground,Bottom,Clear,20,71,NW,5
2015,Lightning,1,,0.1,0.01,0,Ground,Flat,Clear,24,45,CLM,0
2015,Lightning,1,,0.01,0.01,0,Ground,Flat,Cloudy,21,35,NW,8
2015,Lightning,1,,0.1,0.2,0.1,Surface,Flat,Cloudy,22,57,W,5
2015,Lightning,1,,0.01,0.01,0.1,Surface,Middle 1/3,Clear,25,30,S,5
2015,Lightning,1,,1,473.3,10,Crown,Flat,Clear,25,35,SW,20
2014,Lightning,1,,0.01,0.01,1,Surface,Flat,CB Wet,20,45,CLM,0
2014,Lightning,1,,0.4,0.2,0.5,Ground,Upper 1/3,Clear,20,42,CLM,0
2014,Lightning,1,,0.01,0.01,0,Surface,Flat,CB Wet,18,100,SW,5
2014,Agriculture Industry,0,Mechanical Failure,0.01,0.01,0,Surface,Flat,Cloudy,10,90,SW,3
2014,Resident,0,Unsafe Fire,0.02,0.02,0,Surface,Middle 1/3,Cloudy,7,35,W,5
2015,Recreation,0,Unsafe Fire,0.01,0.01,0,Surface,Lower 1/3,Rainshowers,6,28,E,2
2015,Incendiary,0,,0.02,0.02,1,Surface,Flat,Clear,5,30,CLM,0
2015,Incendiary,0,,0.5,0.5,2,Surface,Flat,Clear,14,34,S,19
2015,Incendiary,0,,0.7,0.7,5,Surface,Flat,Clear,19,30,SW,12
2015,Incendiary,0,,1,2.8,2,Surface,Flat,Clear,10,30,E,15
2015,Incendiary,0,,0.2,0.2,0.1,Surface,Flat,Cloudy,14,40,SW,10
2015,Incendiary,0,,0.01,0.3,0.5,Surface,Flat,Cloudy,18,20,SW,5
2015,Resident,0,Unsafe Fire,0.1,0.1,0,Ground,Bottom,Cloudy,20,25,W,9
2015,Oil & Gas Industry,0,Unsafe Fire,0.01,0.01,1,Ground,Flat,Cloudy,17,30,SW,10
2015,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Clear,17,20,NE,15
2015,Undetermined,0,,1,1.1,5,Surface,Flat,Clear,15,30,W,40
2015,Incendiary,0,,0.01,0.01,0,Surface,Flat,Cloudy,11,37,CLM,0
2015,Incendiary,0,,0.1,0.1,0,Ground,Flat,Cloudy,13,32,SW,21
2015,Lightning,1,,0.01,0.02,0,Ground,Lower 1/3,Cloudy,16,63,NW,14
2015,Lightning,1,,0.2,0.3,0.5,Surface,Flat,Clear,21,58,CLM,0
2015,Lightning,1,,0.01,0.01,0.1,Surface,Flat,Clear,26,30,W,10
2015,Lightning,1,,2.5,15.4,8,Crown,Flat,Cloudy,27,35,NW,20
2015,Lightning,1,,0.1,0.1,0.1,Ground,Flat,Clear,21,35,NW,8
2015,Lightning,1,,0.01,0.01,0,Surface,Flat,CB Wet,18,95,N,27
2014,Lightning,1,,0.1,0.5,1,Ground,Flat,CB Dry,18,47,W,10
2014,Lightning,1,,0.01,0.01,1,Ground,Bottom,Clear,20,42,E,4
2014,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Cloudy,16,43,W,5
2014,Resident,0,Vehicle Fire,0.01,0.01,0,Surface,Flat,Cloudy,12,55,NW,10
2015,Resident,0,,2,3.6,1,Surface,Flat,Clear,19,28,E,9
2015,Undetermined,0,,0.1,0.1,1,Surface,Flat,Clear,5.5,40,SW,6
2015,Power Line Industry,0,Line Impact,1,0.9,1,Surface,Middle 1/3,Cloudy,3.3,30,W,30
2015,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Clear,4,33,W,8
2015,Lightning,1,,1,1.9,6,Crown,Flat,Cloudy,25,30,S,5
2015,Lightning,1,,3.5,626.38,2,Surface,Flat,Cloudy,26,70,SW,5
2015,Lightning,1,,0.02,0.02,21,Surface,Flat,Cloudy,22,35,NW,8
2015,Lightning,1,,0.8,0.5,0,Surface,Flat,Clear,24,54,S,15
2015,Lightning,1,,6,5.9,0,Ground,Middle 1/3,Rainshowers,10,100,NE,5
2015,Lightning,1,,0.01,0.01,0,Ground,Flat,Clear,29,29,NW,10
2015,Lightning,1,,15,8407,3,Crown,Bottom,Clear,26,35,W,10
2015,Lightning,1,,5,6,3,Surface,Upper 1/3,Cloudy,28,27,W,5
2015,Power Line Industry,0,Line Impact,0.01,0.01,0,Ground,Flat,Clear,27,35,W,10
2015,Lightning,1,,0.01,0.01,1,Surface,Flat,Clear,26,39,W,35
2015,Agriculture Industry,0,Friction Spark,20,5.9,1,Surface,Flat,Clear,25,37,W,10
2015,Lightning,1,,10,124,10,Ground,Flat,Cloudy,23,45,SW,15
2015,Lightning,1,,0.2,2.3,1,Surface,Flat,Cloudy,24,36,W,12
2015,Agriculture Industry,0,Friction Spark,0.2,0.93,1,Surface,Flat,Clear,24,50,W,8
2015,Lightning,1,,0.01,0.01,0.2,Ground,Flat,Clear,15,70,NW,20
2015,Incendiary,0,,0.3,0.3,10,Surface,Flat,Clear,19,24,SW,20
2015,Incendiary,0,,0.01,0.01,0.5,Surface,Flat,Cloudy,17,34,SW,5
2015,Resident,0,Unsafe Fire,0.15,0.15,0.5,Surface,Flat,CB Wet,8,39,NW,12
2015,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,CB Dry,7.5,30,E,10
2015,Incendiary,0,,0.01,0.01,0.1,Surface,Flat,Cloudy,10,40,S,5
2015,Incendiary,0,,0.04,1,0.5,Surface,Flat,Clear,16,40,E,2
2015,Undetermined,0,,0.2,0.2,0,Ground,Flat,Clear,20,30,E,5
2015,Incendiary,0,,0.5,3.08,0.5,Surface,Flat,Clear,16,30,SE,12
2015,Incendiary,0,,0.3,0.3,0.5,Surface,Flat,Clear,17,30,SE,13
2015,Incendiary,0,,0.2,0.28,1.5,Surface,Flat,Clear,20,31,N,16
2015,Incendiary,0,,3,747.7,20,Crown,Flat,Clear,18,26,SE,31
2015,Oil & Gas Industry,0,Friction Spark,2,1.5,3,Surface,Flat,Clear,16,17,E,10
2015,Undetermined,0,,0.01,0.01,0,Ground,Flat,Clear,17,16,SE,27
2015,Forest Industry,0,Vehicle Fire,0.1,0.1,0,Surface,Flat,Clear,13,27,SE,35
2015,Incendiary,0,,0.3,0.3,0.5,Surface,Flat,Clear,24,15,SW,15
2015,Resident,0,Winter Burning,0.01,0.01,0,Surface,Flat,Clear,19,31,E,24
2015,Incendiary,0,,2,61.4,5,Surface,Flat,Rainshowers,20,30,N,15
2015,Incendiary,0,,0.5,0.5,3,Surface,Flat,Clear,13,35,E,10
2015,Lightning,1,,0.1,0.09,0.1,Ground,Flat,Clear,28,78,W,5
2015,Lightning,1,,0.1,0.1,0.5,Surface,Lower 1/3,Clear,23,50,S,5
2015,Lightning,1,,0.1,0.3,0.1,Surface,Flat,Clear,24,28,N,5
2015,Lightning,1,,0.2,0.34,2,Surface,Flat,Clear,25,40,NW,15
2015,Lightning,1,,0.3,19,0.1,Surface,Flat,Clear,27,35,SW,15
2015,Lightning,1,,0.01,0.01,0.1,Ground,Flat,Clear,18,75,W,2
2015,Lightning,1,,0.05,0.5,0,Crown,Lower 1/3,Cloudy,28,45,SE,5
2015,Agriculture Industry,0,Friction Spark,0.5,0.3,1,Surface,Bottom,Cloudy,20,45,CLM,0
2015,Lightning,1,,0.03,0.1,1,Ground,Flat,Clear,21,33,S,5
2014,Lightning,1,,0.22,0.22,1,Crown,Bottom,Clear,27,35,E,10
2014,Lightning,1,,0.01,0.01,0,Surface,Flat,Clear,25,45,CLM,0
2014,Lightning,1,,0.01,0.01,0,Surface,Flat,Clear,20.6,79,W,1
2014,Lightning,1,,0.1,0.1,0.5,Surface,Flat,Clear,20,95,CLM,0
2014,Lightning,1,,0.1,0.1,0.5,Surface,Flat,Clear,28,34,W,8
2014,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Cloudy,22,43,SW,2
2014,Recreation,0,Unsafe Fire,0.01,0.01,0,Ground,Flat,Clear,31,27,W,5
2014,Lightning,1,,125,182.07,10,Crown,Flat,Clear,25,35,W,10
2014,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Clear,-11,47,NE,40
2014,Resident,0,Vehicle Fire,0.01,0.01,0,Surface,Upper 1/3,Clear,5,75,NE,5
2015,Lightning,1,,0.3,0.28,2,Surface,Flat,CB Dry,30,43,SW,4
2015,Recreation,0,Unsafe Fire,0.01,0.01,0.1,Ground,Flat,Clear,28,32,SW,15
2015,Lightning,1,,25,11032.9,5,Crown,Flat,Cloudy,25,55,NW,3
2015,Lightning,1,,0.5,0.6,1,Surface,Flat,Cloudy,26,24,S,20
2015,Power Line Industry,0,Line Impact,0.01,0.01,0,Surface,Upper 1/3,Clear,21,65,SW,5
2015,Lightning,1,,1,0.5,2,Crown,Flat,CB Dry,25,35,SW,8
2015,Lightning,1,,5,3.6,8,Surface,Flat,Cloudy,22,47,E,15
2014,Lightning,1,,0.01,0.02,0,Surface,Flat,Clear,26,50,SW,5
2014,Resident,0,Unclassified,0.02,0.02,0.2,Ground,Flat,Clear,24,32,W,5
2014,Resident,0,Unclassified,0.2,0.2,0,Surface,Flat,Cloudy,25,30,W,5
2014,Lightning,1,,0.01,0.01,0,Ground,Flat,Clear,16,58,NW,3
2014,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,25,47,CLM,0
2014,Recreation,0,Unsafe Fire,0.01,0.01,1,Ground,Flat,Clear,28.6,31,CLM,0
2014,Resident,0,Unsafe Fire,0.3,0.42,0,Surface,Flat,Clear,24,30,W,15
2014,Resident,0,Vehicle Fire,0.01,0.01,0,Surface,Lower 1/3,Cloudy,10,45,W,50
2015,Agriculture Industry,0,Unsafe Fire,0.1,0.1,0,Surface,Flat,Clear,20,35,N,30
2015,Agriculture Industry,0,Unsafe Fire,1,2.82,1,Surface,Flat,Cloudy,15,45,N,25
2015,Incendiary,0,,0.1,0.1,0,Surface,Flat,Clear,-1,70,CLM,0
2015,Lightning,1,,0.2,0.75,0.5,Surface,Lower 1/3,Cloudy,24.3,15,W,5
2015,Lightning,1,,0.1,0.03,0.1,Ground,Flat,CB Wet,25.3,72,W,2
2015,Lightning,1,,0.1,0.03,0.1,Surface,Flat,Cloudy,21,45,SW,15
2015,Lightning,1,,0.2,0.05,2,Surface,Bottom,CB Wet,23,40,N,2
2015,Resident,0,,0.01,0.01,0,Surface,Flat,Clear,28,31,SW,10
2015,Lightning,1,,0.01,0.01,0,Ground,Middle 1/3,Cloudy,12,60,NW,19
2015,Lightning,1,,2,2.9,1,Ground,Flat,Clear,28,42,NE,2
2015,Lightning,1,,0.8,0.4,2.5,Surface,Lower 1/3,Clear,23,50,N,5
2015,Power Line Industry,0,Line Impact,0.05,0.05,0,Ground,Bottom,Cloudy,20.5,50,W,11
2015,Lightning,1,,0.5,0.16,0.5,Surface,Lower 1/3,Clear,23,40,S,5
2015,Lightning,1,,0.05,0.03,5,Surface,Bottom,CB Dry,22,39,SW,30
2014,Lightning,1,,0.5,0.5,1,Ground,Flat,Clear,20,60,NW,5
2014,Lightning,1,,0.01,0.01,0,Surface,Flat,Rainshowers,27,57,CLM,0
2014,Lightning,1,,0.3,0.3,2,Surface,Flat,CB Wet,21,84,NW,3
2014,Lightning,1,,0.01,0.03,1,Surface,Flat,Clear,23,60,CLM,0
2014,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Clear,8,58,N,5
2015,Lightning,1,,20,5,1,Surface,Flat,Clear,14,47,SW,20
2015,Resident,0,Unsafe Fire,0.1,0.1,0,Surface,Flat,Cloudy,12,37,SW,19
2015,Resident,0,Unsafe Fire,0.3,0.36,1,Ground,Flat,Clear,10,40,SW,30
2015,Resident,0,Unsafe Fire,0.1,0.1,0,Surface,Flat,Clear,20,30,E,12
2015,Incendiary,0,,0.5,0.25,0.5,Ground,Lower 1/3,Clear,22,26,SE,5
2015,Incendiary,0,,0.5,0.4,0.5,Surface,Flat,Clear,17,17,SE,7
2015,Lightning,1,,0.1,0.1,0.5,Surface,Middle 1/3,Clear,18.8,47,S,3
2015,Lightning,1,,0.05,0.2,0.1,Surface,Flat,Cloudy,22,35,SW,15
2015,Lightning,1,,0.01,0.01,0,Ground,Bottom,Clear,23,56,CLM,0
2015,Lightning,1,,2,0.7,3,Crown,Flat,Clear,19,45,S,10
2015,Lightning,1,,0.4,9,3,Crown,Flat,Clear,19,40,SW,10
2015,Lightning,1,,0.1,0.1,0.5,Ground,Flat,CB Wet,14,100,CLM,0
2015,Resident,0,Unsafe Fire,0.2,0.2,0,Surface,Bottom,Clear,9,28,N,8
2014,Lightning,1,,0.01,0.01,0,Surface,Flat,Clear,23.9,50,E,2
2014,Agriculture Industry,0,Unsafe Fire,0.2,2.98,1,Surface,Flat,Cloudy,25,62,W,8
2014,Agriculture Industry,0,Mechanical Failure,1,12,2,Surface,Flat,Clear,27,36,SE,8
2014,Lightning,1,,0.1,0.1,0,Surface,Flat,Rainshowers,19,82,W,1
2014,Lightning,1,,4,6.2,1,Surface,Flat,Clear,23,55,S,5
2014,Resident,0,Unsafe Fire,0.01,0.01,0,Ground,Flat,Clear,2,65,SW,3
2014,Undetermined,0,,0.01,0.01,0,Ground,Flat,Clear,10,50,CLM,0
2015,Resident,0,Unsafe Fire,0.01,0.01,0.9,Surface,Bottom,Clear,6.7,30,SE,3
2015,Resident,0,Unsafe Fire,0.1,0.1,0,Surface,Flat,Clear,24,28,CLM,0
2015,Resident,0,,0.01,0.01,0,Ground,Upper 1/3,Clear,10,40,SE,2
2015,Undetermined,0,,0.1,0.1,0.1,Ground,Flat,Clear,9,40,CLM,0
2015,Resident,0,Winter Burning,1,1.97,2,Surface,Flat,Clear,26,26,CLM,0
2015,Incendiary,0,,1,7.03,7,Surface,Flat,Clear,30,24,NE,2
2015,Power Line Industry,0,Mechanical Failure,0.01,0.2,1,Ground,Bottom,Clear,26,28,SE,15
2015,Incendiary,0,,0.01,0.01,0,Ground,Flat,CB Dry,29,15,NE,15
2015,Other Industry,0,Vehicle Fire,0.1,0.1,0,Surface,Flat,Clear,28,25,CLM,0
2015,Lightning,1,,6,3521.3,5,Surface,Flat,Clear,24,42,NW,5
2015,Lightning,1,,0.2,0.07,1,Surface,Flat,Clear,22.3,46,NE,2
2014,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,30,24,CLM,0
2015,Lightning,1,,0.01,0.01,1,Ground,Flat,Cloudy,16,50,NW,5
2015,Lightning,1,,0.1,0.1,2,Surface,Flat,Clear,21,57,W,5
2015,Lightning,1,,4,63.6,6,Crown,Flat,Clear,30,27,NW,10
2015,Lightning,1,,0.01,0.01,0.1,Surface,Flat,Clear,22,63,W,5
2015,Lightning,1,,0.5,16.3,1,Surface,Flat,Clear,25,45,NW,10
2015,Undetermined,0,,0.01,0.01,0.9,Surface,Flat,Clear,17,50,W,5
2015,Lightning,1,,0.01,0.01,0,Surface,Flat,Clear,25,37,W,15
2015,Resident,0,Unclassified,0.01,0.01,0,Surface,Flat,Clear,20,47,S,5
2014,Lightning,1,,1,1.6,2,Crown,Flat,Cloudy,30,32,SW,25
2014,Lightning,1,,1.2,1.65,3,Surface,Flat,Clear,27.5,51,SE,7
2014,Lightning,1,,0.1,0.1,0.5,Surface,Flat,Clear,27.5,51,SE,7
2014,Lightning,1,,0.1,0.1,0,Ground,Flat,Cloudy,25,65,SE,13
2014,Lightning,1,,0.01,0.01,0,Ground,Flat,Cloudy,21,70,W,5
2014,Agriculture Industry,0,Unsafe Fire,0.1,0.1,0,Surface,Flat,Cloudy,16,40,W,5
2014,Lightning,1,,1,1.22,3,Surface,Upper 1/3,Cloudy,24,53,S,7
2014,Lightning,1,,2,1.1,1,Surface,Upper 1/3,CB Dry,26,65,SE,5
2014,Agriculture Industry,0,Unsafe Fire,0.01,0.01,0,Ground,Flat,Clear,9,77,NW,14
2014,Resident,0,Unsafe Fire,0.03,0.03,0,Ground,Lower 1/3,Cloudy,22,33,NE,2
2015,Incendiary,0,,2.5,115.7,2.5,Surface,Flat,Clear,25,27,SE,10
2015,Incendiary,0,,0.5,0.5,5,Surface,Flat,Clear,23,22,E,15
2015,Lightning,1,,0.02,0.01,0,Surface,Flat,Clear,21,45,W,10
2015,Undetermined,0,,0.1,0.1,0,Surface,Flat,Cloudy,22,60,W,15
2015,Railroad,0,Friction Spark,0.01,0.01,0,Surface,Flat,Cloudy,28,40,W,10
2015,Lightning,1,,0.1,0.1,0.1,Surface,Middle 1/3,Cloudy,23.8,71,CLM,0
2015,Lightning,1,,0.1,0.1,0,Surface,Flat,Cloudy,20,70,CLM,0
2015,Power Line Industry,0,Line Impact,0.01,0.01,0,Surface,Flat,Cloudy,24,32,W,5
2015,Recreation,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Clear,20,47,CLM,0
2014,Lightning,1,,1.5,1.2,1,Surface,Flat,Clear,25,50,W,12
2014,Lightning,1,,0.01,0.01,1,Ground,Flat,Clear,20,64,SW,20
2014,Lightning,1,,0.01,0.01,1,Ground,Flat,Cloudy,24,35,NW,20
2014,Lightning,1,,0.5,0.2,1,Surface,Middle 1/3,Cloudy,22,46,W,20
2014,Lightning,1,,0.01,0.01,0.1,Surface,Flat,Clear,25,50,CLM,0
2014,Lightning,1,,0.01,0.01,1,Ground,Flat,Clear,20,65,CLM,0
2014,Lightning,1,,0.05,0.05,0,Ground,Middle 1/3,Clear,21,30,SW,30
2014,Power Line Industry,0,Mechanical Failure,0.01,0.01,0,Surface,Flat,Cloudy,9,88,NE,9
2015,Incendiary,0,,2.5,6.01,5,Surface,Flat,Cloudy,11,30,NW,25
2015,Incendiary,0,,0.3,0.3,0.5,Surface,Flat,Clear,7,45,NE,10
2015,Resident,0,Unsafe Fire,0.2,0.6,3,Crown,Flat,Clear,16,24,SE,3
2015,Power Line Industry,0,Mechanical Failure,0.01,0.01,0,Surface,Flat,Clear,12,36,SE,5
2015,Resident,0,Vehicle Fire,0.15,0.15,0,Surface,Upper 1/3,Clear,13.5,48,NW,3
2015,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,21,80,CLM,0
2015,Lightning,1,,1,2.6,1,Surface,Flat,Rainshowers,19,75,SW,13
2015,Lightning,1,,0.5,0.5,1,Surface,Flat,Cloudy,19,45,NW,15
2015,Lightning,1,,0.1,0.1,0.5,Ground,Flat,Clear,21,54,W,2
2015,Lightning,1,,0.02,0.02,0.1,Ground,Flat,Clear,22.3,60,NW,5
2015,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Clear,22,52,W,10
2015,Lightning,1,,0.01,0.01,0.2,Ground,Bottom,CB Wet,20,75,SW,3
2015,Lightning,1,,0.01,0.01,0,Surface,Flat,Rainshowers,19,70,CLM,0
2015,Recreation,0,Unsafe Fire,0.01,0.01,0,Ground,Bottom,Clear,22,30,NW,5
2015,Lightning,1,,0.01,0.01,0,Ground,Upper 1/3,CB Wet,17,47,W,10
2015,Recreation,0,Unsafe Fire,0.5,3.5,1,Surface,Flat,Clear,19,30,SE,12
2015,Agriculture Industry,0,Burning Substance,3,6.3,2,Surface,Flat,Clear,20,21,SE,7
2015,Incendiary,0,,0.6,1.2,1.5,Surface,Flat,Clear,13,35,E,10
2015,Undetermined,0,,0.2,0.2,0,Surface,Flat,Clear,26,15,E,5
2015,Incendiary,0,,0.5,2.3,0.5,Surface,Flat,Cloudy,26,19,SW,7
2015,Incendiary,0,,2,7.8,2,Surface,Flat,Clear,27,31,N,6
2015,Recreation,0,Unsafe Fire,0.7,1.2,2,Surface,Lower 1/3,Clear,25,23,NE,10
2015,Lightning,1,,0.2,0.2,0,Surface,Flat,Clear,13.1,60,CLM,0
2015,Resident,0,Mechanical Failure,0.01,0.01,0,Ground,Flat,Cloudy,23,53,NW,14
2015,Agriculture Industry,0,Unsafe Fire,0.4,2.3,0,Surface,Flat,CB Wet,15,70,CLM,0
2015,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,24,74,NE,10
2015,Lightning,1,,0.01,0.01,0,Ground,Flat,Clear,23,50,CLM,0
2015,Lightning,1,,0.01,0.01,0,Surface,Flat,CB Wet,17,90,W,10
2015,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,20.5,45,E,4
2015,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,21.9,56,CLM,0
2014,Lightning,1,,3,10.7,10,Crown,Flat,Clear,25,64,E,10
2014,Power Line Industry,0,Line Impact,0.1,0.1,0,Surface,Flat,Clear,28,50,CLM,0
2014,Agriculture Industry,0,Unclassified,1,1,0,Surface,Flat,Clear,14,40,S,1
2014,Forest Industry,0,Winter Burning,1,0.9,0,Surface,Middle 1/3,Clear,5,75,W,5
2015,Recreation,0,Unsafe Fire,0.01,0.01,0,Surface,Lower 1/3,Clear,6.6,62,CLM,0
2015,Incendiary,0,,0.3,0.1,3,Surface,Flat,Cloudy,20,35,SW,6
2015,Resident,0,Unclassified,0.8,0.5,5,Surface,Flat,Cloudy,25,22,SE,10
2015,Incendiary,0,,1.1,1.45,3,Surface,Flat,Clear,9,35,SW,5
2015,Resident,0,,0.4,0.4,0.1,Surface,Flat,Clear,9,35,SW,5
2015,Recreation,0,Burning Substance,0.01,0.01,0,Surface,Flat,Clear,8,44,S,3
2015,Recreation,0,Burning Substance,0.01,0.01,0,Surface,Flat,Clear,17,23,SE,6
2015,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Cloudy,21,35,W,4
2015,Agriculture Industry,0,Friction Spark,2,2,0,Surface,Bottom,Cloudy,16,45,W,4
2015,Resident,0,,0.01,0.01,0,Ground,Flat,Clear,24,34,SW,6
2015,Resident,0,Unsafe Fire,0.5,0.5,0,Ground,Upper 1/3,CB Dry,14,26,W,5
2015,Recreation,0,Unsafe Fire,0.03,0.03,0.5,Surface,Flat,Clear,23,44,SW,6
2015,Resident,0,,0.05,0.05,0,Surface,Flat,Cloudy,12,43,SW,4
2015,Resident,0,Unsafe Fire,0.5,0.5,0,Surface,Flat,Cloudy,6.5,43,E,10
2016,Forest Industry,0,Winter Burning,0.1,0.1,1,Surface,Bottom,Clear,18,18,NW,10
2016,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Clear,21,18,W,14
2016,Resident,0,Unsafe Fire,0.2,0.2,20,Ground,Bottom,Clear,20,21,NW,20
2016,Recreation,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Clear,24,34,N,5
2016,Incendiary,0,,0.1,0.1,1,Surface,Flat,CB Dry,18,81,N,6
2016,Incendiary,0,,0.1,0.1,1,Surface,Flat,CB Dry,18,35,S,10
2016,Incendiary,0,,0.01,0.01,0,Ground,Flat,Clear,21,53,NE,1
2016,Lightning,1,,0.1,0.1,0.1,Ground,Flat,CB Wet,25,67,CLM,0
2016,Oil & Gas Industry,0,Burning Substance,0.1,0.1,0,Ground,Flat,Clear,29,17,S,15
2016,Undetermined,0,,0.01,0.01,0,Ground,Flat,Clear,29,18,CLM,0
2016,Incendiary,0,,0.1,0.1,0,Surface,Lower 1/3,Clear,23,20,NW,15
2016,Incendiary,0,,0.1,0.1,0.5,Surface,Flat,Clear,15,25,W,20
2016,Recreation,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,CB Wet,6,5,SE,1
2016,Oil & Gas Industry,0,Burning Substance,1,1.26,4,Surface,Flat,Cloudy,22,25,NW,5
2016,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Clear,18,25,SW,15
2016,Resident,0,Unsafe Fire,0.01,0.01,1,Ground,Flat,Clear,11,52,SE,2
2016,Resident,0,Burning Substance,0.1,0.1,1,Ground,Flat,Cloudy,28,18,NW,8
2016,Recreation,0,Unsafe Fire,0.01,0.01,1,Ground,Upper 1/3,Cloudy,13,43,W,5
2016,Undetermined,0,,0.01,0.01,0,Ground,Flat,Clear,15,37,NE,13
2016,Agriculture Industry,0,Mechanical Failure,0.01,0.01,0,Ground,Flat,Clear,13,30,NE,13
2016,Resident,0,Unclassified,0.1,2.8,0,Surface,Flat,Clear,17,22,E,10
2016,Incendiary,0,,0.4,0.2,0.5,Surface,Flat,CB Dry,18,25,SE,5
2016,Undetermined,0,,0.1,2.2,0,Ground,Flat,Clear,16,35,SW,7
2016,Incendiary,0,,0.2,0.3,3,Surface,Flat,CB Dry,20,31,NE,2
2016,Incendiary,0,,0.5,0.8,3,Surface,Flat,CB Dry,20,30,NE,2
2016,Incendiary,0,,0.1,0.1,0.5,Surface,Flat,Clear,27,21,SE,5
2016,Incendiary,0,,0.01,0.01,0,Ground,Flat,Clear,25,25,W,14
2016,Undetermined,0,,0.01,0.01,0,Surface,Flat,Clear,21,20,CLM,0
2015,Lightning,1,,0.03,0.01,0,Surface,Flat,Clear,32,22,SW,2
2015,Lightning,1,,0.01,0.01,0,Ground,Flat,Clear,24,33,W,5
2015,Lightning,1,,0.4,0.4,0.1,Surface,Flat,Cloudy,24,35,E,2
2015,Lightning,1,,0.01,0.01,0.1,Ground,Middle 1/3,Cloudy,20,35,E,15
2015,Lightning,1,,0.01,0.06,0,Surface,Flat,Rainshowers,20,50,SW,2
2015,Undetermined,0,,0.01,0.01,0.5,Ground,Bottom,Cloudy,6,85,W,3
2015,Recreation,0,Unsafe Fire,0.2,0.2,0,Ground,Flat,Clear,-1,71,SE,5
